utc_date	io_line_item_number	ad_unit	creative_name	channel	web_property	country_code	country	region	city	dma	device_type	browser	os_name	requests	impressions	dropoffs	clicks	conversions	video_starts	mutes	unmutes	pauses	firstquartiles	midpoints	thirdquartiles	completes
2015-05-01	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Lose Mind	Politics	hotair.com	us	United States	Illinois	Crystal Lake	Chicago	Tablet	Safari	iOS	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Sports	collegespun.com	us	United States	Texas	Austin	Austin	SmartPhone	Safari	iOS	114	108	6	8	0	101	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Lifestyle	Concourse Media	us	United States	Texas	Houston	Houston	SmartPhone	Chrome	Android	2	2	0	0	0	2	0	0	0	0	0	0	0
2015-04-30	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Remove Viruses	Lifestyle	rt.com	us	United States	Illinois	Bloomingdale	Chicago	Tablet	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Travel	budgettravel.com	us	United States	Iowa	Des Moines	Des Moines-Ames	Desktop	Other	Windows 7	4	1	3	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	Entertainment	thewrap.com	us	United States	California	Stockton	Sacramnto-Stkton-Modesto	SmartPhone	Safari	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	rare.us	us	United States	Texas	Taylor	Austin	SmartPhone	Safari	iOS	3	3	0	0	0	3	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Entertainment	starpulse.com	us	United States	Arkansas	Sheridan	Little Rock-Pine Bluff	Desktop	IE-9	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Grand Island	Buffalo	Desktop	Firefox	Windows XP	30	25	5	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	Lifestyle	nextdaypets.com	us	United States	Texas	Woodway	Waco-Temple-Bryan	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	washingtontimes.com	us	United States	Nevada	Reno	Reno	Desktop	Firefox	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Smartphone 320x50	57729-173321-Mobile-Chicago-Smarpthone-320x50-Peace Love	News	washingtontimes.com	us	United States	Illinois	Chicago	Chicago	SmartPhone	Safari	iOS	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Kentucky	Lawrenceburg	Lexington	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Texas	Spicewood	Austin	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-08	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Geneve	Meyrin	Unknown	Desktop	Firefox	Mac	2	1	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Tablet-Madison	News	Lee Enterprises  Incorporated	us	United States	Wisconsin	Verona	Madison	Tablet	Safari	iOS	17	17	0	0	0	0	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Buffalo	Buffalo	Desktop	Chrome	Windows 8	102	100	2	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	News	examiner.com	us	United States	California	San Francisco	San Francisco-Oak-San Jose	Desktop	Firefox	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	North York	Unknown	Desktop	Other	Windows 8	6	6	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	News	phillymag.com	us	United States	Wisconsin	Dane	Madison	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-06	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Desktop-300x250	Lifestyle	GlamWomen.com	us	United States	California	Bakersfield	Bakersfield	Desktop	Chrome	Other	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Alberta	Edmonton	Unknown	Desktop	Firefox	Windows 7	29	29	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Toronto	Unknown	Desktop	IE-9	Windows 7	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	Oregon	Grants Pass	Medford-Klamath Falls	Desktop	Chrome	Windows 8	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Lewiston	Buffalo	Desktop	IE-8	Windows 7	16	16	0	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	Entertainment	thewrap.com	us	United States	California	Sacramento	Sacramnto-Stkton-Modesto	SmartPhone	Safari	iOS	18	15	3	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Mountain View	San Francisco-Oak-San Jose	Desktop	Chrome	Windows 7	7	6	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Family	beliefnet.com	us	United States	Iowa	Urbandale	Des Moines-Ames	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	Washington	Seattle	Seattle-Tacoma	Tablet	Safari	Android	11	11	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Medium Rectangle 300x250	54850-168907-Premium IPB-300x250	Business/Finance	ibtimes.co.uk	us	United States	Indiana	West Lafayette	Lafayette In	Desktop	Chrome	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Buryatiya Respublika	Ulan-Ude	Unknown	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Dance	News	washingtonexaminer.com	us	United States	Illinois	Winnetka	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-15	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	North York	Unknown	Desktop	Chrome	Windows XP	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	washingtontimes.com	us	United States	Texas	Marble Falls	Austin	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-09	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	de	Germany	Hessen	Frankfurt Am Main	Unknown	Desktop	IE-8	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	News	rare.us	us	United States	Florida	Winter Park	Orlando-Daytona Bch-Melbrn	Tablet	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	News	examiner.com	us	United States	Texas	Hurst	Dallas-Ft. Worth	Tablet	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-13	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Mississauga	Unknown	Desktop	IE-8	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	New York	Cortland	Syracuse	Tablet	Safari	iOS	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Politics	weeklystandard.com	us	United States	Arkansas	Searcy	Little Rock-Pine Bluff	Desktop	Other	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	Texas	Mcallen	Harlingen-Wslco-Brnsvl-Mca	SmartPhone	Safari	iOS	3	3	0	0	0	3	0	0	0	0	0	0	0
2015-07-06	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	Tech	popsci.com	us	United States	California	Emeryville	San Francisco-Oak-San Jose	SmartPhone	Chrome	Android	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Desktop-300x250	Entertainment	hollywoodlife.com	us	United States	California	Citrus Heights	Sacramnto-Stkton-Modesto	Desktop	Other	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Connecticut	Waterbury	Hartford & New Haven	Desktop	Firefox	Windows 7	9	0	9	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Lifestyle	Evolve Media	us	United States	Arkansas	Cabot	Little Rock-Pine Bluff	Desktop	Chrome	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-10	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Moskovskaya Oblast'	Odintsovo	Unknown	Desktop	Chrome	Windows XP	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Albion	Buffalo	Desktop	Other	Windows 8	310	246	64	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Tablet-300x250	Entertainment	hollywoodlife.com	us	United States	California	Pioneer	Sacramnto-Stkton-Modesto	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Education	citationmachine.net	us	United States	Kentucky	Winchester	Lexington	Desktop	Chrome	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Wide Skyscraper 160x600	54917-166596-160x600-CSB-Desktop-Madison	Lifestyle	yourtango.com	us	United States	Wisconsin	Janesville	Madison	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Lose Mind	News	World Now^^	us	United States	Illinois	West Chicago	Chicago	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	North Carolina	Wallburg	Greensboro-H.Point-W.Salem	Desktop	Firefox	Windows 7	81	20	61	0	0	20	0	0	0	20	20	20	19
2015-05-07	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	us	United States	Wyoming	Casper	Casper-Riverton	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Health	Lifescript.com	us	United States	Kentucky	Nicholasville	Lexington	Desktop	IE-8	Windows XP	6	4	2	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Sports	Scout.com	us	United States	Wisconsin	Middleton	Madison	Desktop	Chrome	Mac	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Firenze	Empoli	Unknown	Desktop	Chrome	Linux	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Entertainment	tv.ibtimes.com	us	United States	Pennsylvania	Ft Washington	Philadelphia	Desktop	Firefox	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Smartphone 300x250	60042-179896-CSB Education No.Cali-Smartphone-300x250	Lifestyle	thedailymeal.com	us	United States	California	Elk Grove	Sacramnto-Stkton-Modesto	Tablet	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	California	Lodi	Sacramnto-Stkton-Modesto	SmartPhone	Safari	iOS	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Sports	Scout.com	us	United States	Wisconsin	Sun Prairie	Madison	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Alden	Buffalo	Desktop	Chrome	Windows Vista	13	11	2	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	Entertainment	thewrap.com	us	United States	California	San Leandro	San Francisco-Oak-San Jose	SmartPhone	Safari	iOS	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Entertainment	Music Times	us	United States	Kentucky	Russellville	Nashville	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	dailycaller.com	us	United States	Texas	Dayton	Houston	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-04-30	173320	Smartphone 320x50	57729-173321-Mobile-Chicago-Smarpthone-320x50-Keep Internet	Politics	weeklystandard.com	us	United States	Illinois	Chicago	Chicago	SmartPhone	Safari	Android	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-05-15	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Scarborough	Unknown	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	British Columbia	Vancouver	Unknown	Desktop	IE-9	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Sports	Scout.com	us	United States	Wisconsin	Sun Prairie	Madison	Desktop	Chrome	Windows 7	7	4	3	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Emeryville	San Francisco-Oak-San Jose	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-05	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Zabaykalskiy Kray	Chita	Unknown	Desktop	Chrome	Windows XP	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Lifestyle	Evolve Media	us	United States	Arkansas	Russellville	Little Rock-Pine Bluff	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	News	abcnews.go.com	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	Chrome	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Desktop-300x250	News	Advance Internet	us	United States	California	San Jose	San Francisco-Oak-San Jose	Desktop	Firefox	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	Lifestyle	theactivetimes.com	us	United States	Texas	Austin	Austin	Tablet	Chrome	Android	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Entertainment	starpulse.com	us	United States	Massachusetts	Medford	Boston (Manchester)	Desktop	IE-9	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Quebec	Laval	Unknown	Desktop	Other	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Lockport	Buffalo	Desktop	Firefox	Mac	50	39	11	0	0	0	0	0	0	0	0	0	0
2015-05-15	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	New Brunswick	Fredericton	Unknown	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Illinois	Mount Prospect	Chicago	Desktop	Chrome	Windows 7	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	Maryland	Columbia	Baltimore	Desktop	IE-8	Windows 7	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	California	Alhambra	Los Angeles	SmartPhone	Safari	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-03	176762	Half Page Ad 300x600	58945-176762-Half Page	Entertainment	madamenoire.com	us	United States	Arkansas	Sheridan	Little Rock-Pine Bluff	Desktop	Chrome	Linux	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 320x50	54917-166596-320x50-CSB-SmartPhone-Madison	Entertainment	deadline.com	us	United States	Wisconsin	Madison	Madison	SmartPhone	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	North Carolina	Matthews	Charlotte	Desktop	Chrome	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Live Well	News	washingtonexaminer.com	us	United States	Illinois	Lisle	Chicago	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	East Amherst	Buffalo	Desktop	Chrome	Linux	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Directories/Resources	accuweather.com	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	IE-9	Windows 7	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	News	rare.us	us	United States	Texas	Schertz	San Antonio	Tablet	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Directories/Resources	easybib.com	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	Chrome	Other	17	17	0	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	Texas	Rosebud	Waco-Temple-Bryan	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Texas	Normangee	Waco-Temple-Bryan	SmartPhone	Safari	iOS	2	1	1	0	0	1	0	0	0	0	0	0	0
2015-05-01	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Real Estate	homeaway.com	us	United States	Wisconsin	Wisconsin Dells	Madison	Desktop	Safari	Mac	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-02	176762	Half Page Ad 300x600	58945-176762-Half Page	Directories/Resources	accuweather.com	us	United States	Arkansas	Russellville	Little Rock-Pine Bluff	Desktop	Chrome	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 320x50	54917-166596-320x50-CSB-SmartPhone-Madison	News	wtnh.com	us	United States	Wisconsin	Oregon	Madison	SmartPhone	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	News	cnn.com	us	United States	Massachusetts	Cambridge	Boston (Manchester)	Desktop	Chrome	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Directories/Resources	accuweather.com	us	United States	Iowa	Bettendorf	Davenport-R.Island-Moline	Desktop	Chrome	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	British Columbia	Burnaby	Unknown	Desktop	Safari	Mac	4	4	0	1	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Tablet-Madison	Sports	247Sports.com	us	United States	Wisconsin	Sun Prairie	Madison	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Lifestyle	yourtango.com	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	IE-9	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Lose Mind	News	cleveland.com	us	United States	Illinois	Chicago	Chicago	Tablet	IE-10	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Live Well	Politics	townhall.com	us	United States	Indiana	Valparaiso	Chicago	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Tablet-300x250	Lifestyle	Observer.com	us	United States	California	Clovis	Fresno-Visalia	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Sports	Scout.com	us	United States	Wisconsin	Sun Prairie	Madison	Desktop	Firefox	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	Texas	Hutto	Austin	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Tonawanda	Buffalo	Desktop	Safari	Windows Vista	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-08	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Zurich	Kusnacht	Unknown	Desktop	IE-10	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	California	Arroyo Grande	Santabarbra-Sanmar-Sanluob	Desktop	Safari	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Hacker	Politics	townhall.com	us	United States	Illinois	Westchester	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	Georgia	Smyrna	Atlanta	Desktop	Chrome	Mac	30	0	30	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Entertainment	people.com	us	United States	Wisconsin	Evansville	Madison	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Massachusetts	Brookline	Boston (Manchester)	Desktop	Chrome	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	dailycaller.com	us	United States	Texas	Victoria	Victoria	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
